lag_center_ns,raw_pair_count
-1133.000,526
-1131.000,591
-1129.000,552
-1127.000,553
-1125.000,571
-1123.000,554
-1121.000,496
-1119.000,546
-1117.000,575
-1115.000,519
-1113.000,527
-1111.000,574
-1109.000,524
-1107.000,569
-1105.000,543
-1103.000,550
-1101.000,554
-1099.000,566
-1097.000,548
-1095.000,544
-1093.000,538
-1091.000,556
-1089.000,590
-1087.000,544
-1085.000,564
-1083.000,558
-1081.000,574
-1079.000,560
-1077.000,524
-1075.000,583
-1073.000,544
-1071.000,530
-1069.000,569
-1067.000,560
-1065.000,536
-1063.000,577
-1061.000,510
-1059.000,510
-1057.000,571
-1055.000,510
-1053.000,531
-1051.000,585
-1049.000,562
-1047.000,572
-1045.000,519
-1043.000,560
-1041.000,554
-1039.000,537
-1037.000,592
-1035.000,592
-1033.000,568
-1031.000,588
-1029.000,558
-1027.000,591
-1025.000,541
-1023.000,544
-1021.000,541
-1019.000,580
-1017.000,563
-1015.000,560
-1013.000,571
-1011.000,597
-1009.000,554
-1007.000,511
-1005.000,573
-1003.000,568
-1001.000,569
-999.000,579
-997.000,562
-995.000,566
-993.000,605
-991.000,567
-989.000,546
-987.000,576
-985.000,596
-983.000,553
-981.000,554
-979.000,576
-977.000,570
-975.000,541
-973.000,545
-971.000,578
-969.000,564
-967.000,582
-965.000,544
-963.000,552
-961.000,558
-959.000,507
-957.000,532
-955.000,591
-953.000,560
-951.000,536
-949.000,534
-947.000,589
-945.000,539
-943.000,559
-941.000,527
-939.000,588
-937.000,631
-935.000,530
-933.000,540
-931.000,551
-929.000,585
-927.000,629
-925.000,570
-923.000,530
-921.000,583
-919.000,578
-917.000,528
-915.000,601
-913.000,550
-911.000,562
-909.000,586
-907.000,568
-905.000,545
-903.000,572
-901.000,568
-899.000,545
-897.000,597
-895.000,613
-893.000,538
-891.000,567
-889.000,562
-887.000,571
-885.000,568
-883.000,562
-881.000,542
-879.000,542
-877.000,588
-875.000,546
-873.000,536
-871.000,603
-869.000,558
-867.000,541
-865.000,569
-863.000,548
-861.000,564
-859.000,592
-857.000,563
-855.000,537
-853.000,571
-851.000,589
-849.000,571
-847.000,561
-845.000,564
-843.000,573
-841.000,574
-839.000,532
-837.000,544
-835.000,611
-833.000,602
-831.000,577
-829.000,561
-827.000,566
-825.000,565
-823.000,512
-821.000,619
-819.000,603
-817.000,571
-815.000,614
-813.000,573
-811.000,572
-809.000,617
-807.000,534
-805.000,561
-803.000,622
-801.000,536
-799.000,572
-797.000,591
-795.000,536
-793.000,545
-791.000,564
-789.000,521
-787.000,560
-785.000,540
-783.000,532
-781.000,568
-779.000,552
-777.000,543
-775.000,562
-773.000,557
-771.000,579
-769.000,551
-767.000,571
-765.000,582
-763.000,556
-761.000,590
-759.000,584
-757.000,578
-755.000,552
-753.000,566
-751.000,579
-749.000,550
-747.000,554
-745.000,584
-743.000,551
-741.000,577
-739.000,564
-737.000,579
-735.000,584
-733.000,548
-731.000,579
-729.000,576
-727.000,546
-725.000,594
-723.000,540
-721.000,571
-719.000,584
-717.000,571
-715.000,590
-713.000,583
-711.000,549
-709.000,571
-707.000,514
-705.000,542
-703.000,531
-701.000,543
-699.000,559
-697.000,570
-695.000,533
-693.000,564
-691.000,566
-689.000,574
-687.000,516
-685.000,561
-683.000,575
-681.000,594
-679.000,573
-677.000,545
-675.000,573
-673.000,595
-671.000,522
-669.000,565
-667.000,569
-665.000,574
-663.000,508
-661.000,587
-659.000,558
-657.000,584
-655.000,534
-653.000,554
-651.000,557
-649.000,575
-647.000,533
-645.000,537
-643.000,572
-641.000,559
-639.000,526
-637.000,554
-635.000,545
-633.000,573
-631.000,552
-629.000,551
-627.000,546
-625.000,506
-623.000,549
-621.000,575
-619.000,536
-617.000,556
-615.000,535
-613.000,556
-611.000,518
-609.000,547
-607.000,543
-605.000,586
-603.000,525
-601.000,594
-599.000,517
-597.000,560
-595.000,574
-593.000,569
-591.000,568
-589.000,576
-587.000,553
-585.000,582
-583.000,569
-581.000,576
-579.000,532
-577.000,569
-575.000,571
-573.000,539
-571.000,588
-569.000,540
-567.000,536
-565.000,588
-563.000,564
-561.000,545
-559.000,545
-557.000,611
-555.000,535
-553.000,532
-551.000,585
-549.000,579
-547.000,568
-545.000,562
-543.000,573
-541.000,596
-539.000,582
-537.000,574
-535.000,564
-533.000,607
-531.000,613
-529.000,545
-527.000,567
-525.000,598
-523.000,526
-521.000,583
-519.000,543
-517.000,521
-515.000,556
-513.000,566
-511.000,519
-509.000,611
-507.000,542
-505.000,529
-503.000,534
-501.000,540
-499.000,544
-497.000,636
-495.000,531
-493.000,594
-491.000,570
-489.000,563
-487.000,590
-485.000,578
-483.000,548
-481.000,602
-479.000,589
-477.000,597
-475.000,559
-473.000,608
-471.000,583
-469.000,578
-467.000,564
-465.000,555
-463.000,573
-461.000,593
-459.000,555
-457.000,557
-455.000,585
-453.000,579
-451.000,509
-449.000,577
-447.000,573
-445.000,584
-443.000,601
-441.000,584
-439.000,544
-437.000,591
-435.000,549
-433.000,549
-431.000,589
-429.000,577
-427.000,533
-425.000,591
-423.000,579
-421.000,574
-419.000,579
-417.000,522
-415.000,554
-413.000,592
-411.000,561
-409.000,541
-407.000,555
-405.000,588
-403.000,517
-401.000,545
-399.000,539
-397.000,538
-395.000,560
-393.000,489
-391.000,561
-389.000,569
-387.000,504
-385.000,564
-383.000,544
-381.000,521
-379.000,524
-377.000,535
-375.000,549
-373.000,529
-371.000,571
-369.000,531
-367.000,541
-365.000,598
-363.000,529
-361.000,553
-359.000,552
-357.000,555
-355.000,600
-353.000,551
-351.000,575
-349.000,590
-347.000,591
-345.000,553
-343.000,523
-341.000,606
-339.000,565
-337.000,537
-335.000,606
-333.000,555
-331.000,533
-329.000,605
-327.000,556
-325.000,585
-323.000,601
-321.000,527
-319.000,551
-317.000,576
-315.000,560
-313.000,552
-311.000,583
-309.000,576
-307.000,602
-305.000,531
-303.000,545
-301.000,560
-299.000,567
-297.000,551
-295.000,572
-293.000,566
-291.000,550
-289.000,536
-287.000,565
-285.000,559
-283.000,561
-281.000,541
-279.000,575
-277.000,547
-275.000,546
-273.000,593
-271.000,526
-269.000,554
-267.000,599
-265.000,547
-263.000,560
-261.000,530
-259.000,505
-257.000,536
-255.000,541
-253.000,574
-251.000,597
-249.000,532
-247.000,567
-245.000,614
-243.000,555
-241.000,572
-239.000,594
-237.000,543
-235.000,604
-233.000,569
-231.000,581
-229.000,616
-227.000,568
-225.000,557
-223.000,553
-221.000,576
-219.000,542
-217.000,584
-215.000,592
-213.000,567
-211.000,580
-209.000,573
-207.000,548
-205.000,553
-203.000,572
-201.000,533
-199.000,575
-197.000,581
-195.000,537
-193.000,580
-191.000,494
-189.000,552
-187.000,605
-185.000,527
-183.000,572
-181.000,581
-179.000,552
-177.000,571
-175.000,564
-173.000,559
-171.000,566
-169.000,556
-167.000,537
-165.000,532
-163.000,559
-161.000,532
-159.000,575
-157.000,563
-155.000,563
-153.000,596
-151.000,557
-149.000,587
-147.000,546
-145.000,538
-143.000,576
-141.000,590
-139.000,555
-137.000,572
-135.000,561
-133.000,571
-131.000,541
-129.000,525
-127.000,575
-125.000,535
-123.000,558
-121.000,562
-119.000,502
-117.000,544
-115.000,493
-113.000,542
-111.000,624
-109.000,565
-107.000,578
-105.000,569
-103.000,583
-101.000,556
-99.000,559
-97.000,616
-95.000,573
-93.000,569
-91.000,560
-89.000,564
-87.000,569
-85.000,536
-83.000,559
-81.000,577
-79.000,548
-77.000,553
-75.000,552
-73.000,543
-71.000,573
-69.000,560
-67.000,556
-65.000,579
-63.000,582
-61.000,540
-59.000,576
-57.000,573
-55.000,558
-53.000,560
-51.000,565
-49.000,540
-47.000,597
-45.000,569
-43.000,568
-41.000,523
-39.000,563
-37.000,545
-35.000,579
-33.000,572
-31.000,520
-29.000,570
-27.000,565
-25.000,563
-23.000,564
-21.000,573
-19.000,603
-17.000,542
-15.000,579
-13.000,528
-11.000,542
-9.000,586
-7.000,577
-5.000,542
-3.000,574
-1.000,572
1.000,585
3.000,531
5.000,529
7.000,547
9.000,598
11.000,585
13.000,553
15.000,576
17.000,559
19.000,536
21.000,603
23.000,557
25.000,566
27.000,593
29.000,582
31.000,533
33.000,596
35.000,583
37.000,557
39.000,560
41.000,534
43.000,531
45.000,571
47.000,540
49.000,528
51.000,563
53.000,549
55.000,543
57.000,532
59.000,558
61.000,539
63.000,526
65.000,581
67.000,527
69.000,567
71.000,559
73.000,531
75.000,549
77.000,552
79.000,523
81.000,559
83.000,528
85.000,507
87.000,584
89.000,601
91.000,558
93.000,555
95.000,568
97.000,572
99.000,561
101.000,549
103.000,557
105.000,608
107.000,610
109.000,550
111.000,585
113.000,555
115.000,556
117.000,554
119.000,534
121.000,582
123.000,555
125.000,570
127.000,577
129.000,557
131.000,583
133.000,548
135.000,569
137.000,571
139.000,553
141.000,615
143.000,570
145.000,607
147.000,605
149.000,559
151.000,592
153.000,554
155.000,605
157.000,556
159.000,541
161.000,571
163.000,531
165.000,566
167.000,577
169.000,528
171.000,541
173.000,529
175.000,550
177.000,573
179.000,554
181.000,565
183.000,543
185.000,556
187.000,589
189.000,567
191.000,557
193.000,587
195.000,580
197.000,586
199.000,549
201.000,589
203.000,551
205.000,553
207.000,574
209.000,538
211.000,540
213.000,594
215.000,506
217.000,571
219.000,535
221.000,544
223.000,554
225.000,566
227.000,526
229.000,594
231.000,591
233.000,565
235.000,582
237.000,565
239.000,569
241.000,589
243.000,569
245.000,597
247.000,589
249.000,583
251.000,519
253.000,551
255.000,556
257.000,559
259.000,554
261.000,557
263.000,540
265.000,584
267.000,567
269.000,540
271.000,525
273.000,585
275.000,577
277.000,557
279.000,542
281.000,560
283.000,550
285.000,545
287.000,586
289.000,541
291.000,517
293.000,600
295.000,543
297.000,534
299.000,538
301.000,547
303.000,574
305.000,580
307.000,513
309.000,566
311.000,587
313.000,578
315.000,538
317.000,516
319.000,615
321.000,558
323.000,548
325.000,543
327.000,546
329.000,589
331.000,553
333.000,605
335.000,558
337.000,532
339.000,585
341.000,545
343.000,546
345.000,594
347.000,565
349.000,556
351.000,553
353.000,546
355.000,576
357.000,559
359.000,554
361.000,616
363.000,569
365.000,580
367.000,516
369.000,540
371.000,568
373.000,550
375.000,570
377.000,538
379.000,545
381.000,558
383.000,533
385.000,572
387.000,573
389.000,584
391.000,515
393.000,524
395.000,597
397.000,586
399.000,537
401.000,568
403.000,586
405.000,597
407.000,538
409.000,547
411.000,567
413.000,566
415.000,569
417.000,581
419.000,512
421.000,626
423.000,586
425.000,524
427.000,612
429.000,581
431.000,544
433.000,575
435.000,548
437.000,629
439.000,589
441.000,569
443.000,596
445.000,606
447.000,550
449.000,571
451.000,572
453.000,585
455.000,580
457.000,566
459.000,586
461.000,583
463.000,543
465.000,564
467.000,570
469.000,562
471.000,561
473.000,594
475.000,557
477.000,546
479.000,588
481.000,544
483.000,557
485.000,546
487.000,555
489.000,543
491.000,566
493.000,553
495.000,557
497.000,559
499.000,531
501.000,542
503.000,577
505.000,516
507.000,557
509.000,606
511.000,568
513.000,569
515.000,544
517.000,536
519.000,571
521.000,527
523.000,575
525.000,571
527.000,513
529.000,558
531.000,559
533.000,550
535.000,548
537.000,520
539.000,566
541.000,566
543.000,507
545.000,563
547.000,587
549.000,536
551.000,542
553.000,552
555.000,561
557.000,596
559.000,573
561.000,563
563.000,588
565.000,578
567.000,595
569.000,609
571.000,567
573.000,571
575.000,606
577.000,539
579.000,572
581.000,612
583.000,512
585.000,540
587.000,562
589.000,542
591.000,589
593.000,528
595.000,551
597.000,553
599.000,554
601.000,581
603.000,555
605.000,557
607.000,573
609.000,603
611.000,571
613.000,587
615.000,597
617.000,552
619.000,562
621.000,561
623.000,597
625.000,601
627.000,577
629.000,590
631.000,553
633.000,562
635.000,574
637.000,562
639.000,581
641.000,572
643.000,577
645.000,564
647.000,594
649.000,561
651.000,576
653.000,573
655.000,582
657.000,528
659.000,589
661.000,578
663.000,542
665.000,556
667.000,544
669.000,582
671.000,539
673.000,515
675.000,549
677.000,593
679.000,543
681.000,572
683.000,553
685.000,600
687.000,552
689.000,536
691.000,571
693.000,547
695.000,513
697.000,551
699.000,561
701.000,565
703.000,519
705.000,549
707.000,588
709.000,545
711.000,508
713.000,538
715.000,547
717.000,576
719.000,556
721.000,532
723.000,585
725.000,564
727.000,542
729.000,588
731.000,590
733.000,559
735.000,558
737.000,590
739.000,613
741.000,567
743.000,571
745.000,590
747.000,589
749.000,570
751.000,566
753.000,569
755.000,570
757.000,543
759.000,572
761.000,580
763.000,573
765.000,571
767.000,549
769.000,514
771.000,573
773.000,550
775.000,541
777.000,585
779.000,533
781.000,563
783.000,555
785.000,523
787.000,566
789.000,542
791.000,504
793.000,582
795.000,568
797.000,555
799.000,563
801.000,519
803.000,559
805.000,545
807.000,530
809.000,563
811.000,534
813.000,577
815.000,575
817.000,539
819.000,541
821.000,543
823.000,605
825.000,554
827.000,549
829.000,580
831.000,569
833.000,584
835.000,564
837.000,564
839.000,590
841.000,576
843.000,563
845.000,568
847.000,547
849.000,553
851.000,556
853.000,569
855.000,545
857.000,591
859.000,602
861.000,549
863.000,543
865.000,560
867.000,552
869.000,570
871.000,567
873.000,542
875.000,586
877.000,560
879.000,517
881.000,522
883.000,549
885.000,519
887.000,544
889.000,543
891.000,508
893.000,528
895.000,511
897.000,531
899.000,587
901.000,540
903.000,556
905.000,542
907.000,576
909.000,589
911.000,551
913.000,511
915.000,578
917.000,578
919.000,590
921.000,587
923.000,545
925.000,573
927.000,609
929.000,518
931.000,538
933.000,596
935.000,553
937.000,563
939.000,578
941.000,568
943.000,588
945.000,561
947.000,543
949.000,599
951.000,576
953.000,558
955.000,557
957.000,539
959.000,573
961.000,583
963.000,563
965.000,514
967.000,564
969.000,605
971.000,560
973.000,554
975.000,545
977.000,553
979.000,577
981.000,557
983.000,545
985.000,567
987.000,592
989.000,587
991.000,567
993.000,548
995.000,589
997.000,552
999.000,590
1001.000,543
1003.000,565
1005.000,555
1007.000,568
1009.000,546
1011.000,551
1013.000,530
1015.000,563
1017.000,557
1019.000,589
1021.000,577
1023.000,546
1025.000,599
1027.000,574
1029.000,570
1031.000,607
1033.000,580
1035.000,552
1037.000,580
1039.000,569
1041.000,559
1043.000,567
1045.000,579
1047.000,560
1049.000,555
1051.000,579
1053.000,541
1055.000,539
1057.000,545
1059.000,578
1061.000,589
1063.000,523
1065.000,528
1067.000,606
1069.000,541
1071.000,545
1073.000,537
1075.000,542
1077.000,550
1079.000,541
1081.000,548
1083.000,549
1085.000,623
1087.000,573
1089.000,503
1091.000,619
1093.000,587
1095.000,513
1097.000,541
1099.000,604
1101.000,592
1103.000,577
1105.000,552
1107.000,588
1109.000,564
1111.000,587
1113.000,569
1115.000,589
1117.000,589
1119.000,581
1121.000,587
1123.000,618
1125.000,582
1127.000,567
1129.000,546
1131.000,553
1133.000,546
1135.000,595
1137.000,576
1139.000,595
1141.000,563
1143.000,586
1145.000,566
1147.000,562
1149.000,583
1151.000,580
1153.000,572
1155.000,592
1157.000,608
1159.000,563
1161.000,562
1163.000,577
1165.000,579
1167.000,615
1169.000,552
1171.000,537
1173.000,580
1175.000,598
1177.000,576
1179.000,579
1181.000,564
1183.000,578
1185.000,567
1187.000,561
1189.000,559
1191.000,578
1193.000,574
1195.000,564
1197.000,531
1199.000,546
1201.000,589
1203.000,561
1205.000,578
1207.000,580
1209.000,549
1211.000,611
1213.000,543
1215.000,604
1217.000,563
1219.000,569
1221.000,590
1223.000,539
1225.000,569
1227.000,601
1229.000,571
1231.000,564
1233.000,532
1235.000,585
1237.000,563
1239.000,530
1241.000,582
1243.000,584
1245.000,553
1247.000,622
1249.000,546
1251.000,544
1253.000,593
1255.000,585
1257.000,561
1259.000,607
1261.000,549
1263.000,551
1265.000,570
1267.000,540
1269.000,571
1271.000,579
1273.000,536
1275.000,606
1277.000,553
1279.000,546
1281.000,561
1283.000,576
1285.000,542
1287.000,548
1289.000,556
1291.000,599
1293.000,573
1295.000,578
1297.000,514
1299.000,625
1301.000,565
1303.000,569
1305.000,574
1307.000,579
1309.000,570
1311.000,547
1313.000,583
1315.000,561
1317.000,550
1319.000,602
1321.000,543
1323.000,565
1325.000,557
1327.000,584
1329.000,550
1331.000,543
1333.000,556
1335.000,557
1337.000,583
1339.000,564
1341.000,561
1343.000,635
1345.000,536
1347.000,558
1349.000,526
1351.000,568
1353.000,575
1355.000,526
1357.000,566
1359.000,602
1361.000,554
1363.000,578
1365.000,552
1367.000,567
1369.000,561
1371.000,552
1373.000,579
1375.000,569
1377.000,552
1379.000,559
1381.000,585
1383.000,530
1385.000,545
1387.000,564
1389.000,580
1391.000,571
1393.000,513
1395.000,582
1397.000,534
1399.000,532
1401.000,582
1403.000,554
1405.000,540
1407.000,612
1409.000,575
1411.000,549
1413.000,578
1415.000,534
1417.000,565
