Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,745.0035773216104,2615.967167364266
-190.0,-9.5,835.7431422896044,2673.3831230144847
-180.0,-9.0,773.7450214060566,2654.402907625662
-170.0,-8.5,753.8019200180103,2533.2524234158764
-160.0,-8.0,748.441609215256,2509.070873446357
-150.0,-7.5,782.1987486625166,2472.9820488884907
-140.0,-7.0,759.3789772942612,2495.102353966858
-130.0,-6.5,847.915674978897,2596.492953075049
-120.0,-6.0,860.7747151489094,2559.436494061266
-110.0,-5.5,817.0077731592494,2466.9455172494263
-100.0,-5.0,727.5396757861045,2465.2746606322585
-90.0,-4.5,778.8112352957475,2603.340881154839
-80.0,-4.0,759.0699910598006,2500.056209086866
-70.0,-3.5,707.8574668272096,2463.065222124496
-60.0,-3.0,714.5207127996927,2436.137472052434
-50.0,-2.5,730.2418832049412,2536.943872169755
-40.0,-2.0,728.4861470277906,2572.591106648687
-30.0,-1.5,698.8099326098401,2597.1440372921265
-20.0,-1.0,702.5044782614641,2662.7506853083255
-10.0,-0.5,711.3972707812314,2671.4708699966527
0.0,0.0,709.0084099166409,2800.184899839318
10.0,0.5,713.1692824884336,2894.452736459333
20.0,1.0,686.3923219729343,2840.072578598156
30.0,1.5,727.542934256302,2972.8737956546843
40.0,2.0,760.1817591018614,2989.981918980489
50.0,2.5,690.593921750788,2888.7523844993334
60.0,3.0,675.7842804821324,2885.270440526807
70.0,3.5,712.5580594709915,2898.9966860879863
80.0,4.0,709.76630471581,2993.362241627546
90.0,4.5,724.5313784674008,2867.27321616014
100.0,5.0,666.8987872470997,2830.836046165301
110.0,5.5,733.8192603722648,2754.0625158611733
120.0,6.0,675.3090286112648,2815.779681244905
130.0,6.5,710.3712814106105,2826.561359226253
140.0,7.0,704.2548431831116,2832.9347364202
150.0,7.5,729.393296077998,2890.706036980333
160.0,8.0,766.3735204556443,2894.30415257794
170.0,8.5,755.8798790360943,2962.7702768542563
180.0,9.0,748.3085192728279,2914.6218789230225
190.0,9.5,743.9432773372752,2877.31002852505
200.0,10.0,747.6019994536637,2760.453188395485
