Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,11049.492935760098,11699.05351255622
-190.0,-9.5,10661.140054600512,11234.726517467117
-180.0,-9.0,11145.241525177402,11480.803608085003
-170.0,-8.5,10625.393077796783,11025.562462963946
-160.0,-8.0,10377.001872746332,10394.917279777737
-150.0,-7.5,10622.78438843617,10344.914817427949
-140.0,-7.0,10576.47200605679,9845.41159995022
-130.0,-6.5,10403.86406474219,9412.261327088294
-120.0,-6.0,10678.93816244302,9552.95474218543
-110.0,-5.5,11037.235234141157,9528.627206378269
-100.0,-5.0,11434.895827222725,9632.737934689407
-90.0,-4.5,11357.681973367286,9595.797916149048
-80.0,-4.0,11993.816512758793,9541.91541863802
-70.0,-3.5,12086.326354445348,9846.938699176892
-60.0,-3.0,12168.65557469291,10013.747991744018
-50.0,-2.5,12648.808116437798,10683.162036497231
-40.0,-2.0,12408.18673494172,11012.464831669233
-30.0,-1.5,12568.204254338736,10992.700030818129
-20.0,-1.0,12296.739696535557,11664.04602717251
-10.0,-0.5,12289.108695197268,12040.341312703396
0.0,0.0,12058.658615230273,12148.180950903847
10.0,0.5,11439.402998574182,12173.57809318656
20.0,1.0,10995.097648709809,12350.944004304445
30.0,1.5,10938.205163192119,12425.299395042972
40.0,2.0,10215.59298577011,12263.0891256917
50.0,2.5,9950.156689093152,12415.558976421702
60.0,3.0,9938.012974325899,12411.328121643872
70.0,3.5,9630.475670714037,12458.986099794836
80.0,4.0,9825.484937042316,12480.644849128705
90.0,4.5,9795.746009628154,12443.43317383542
100.0,5.0,10031.287947320934,12350.793175493247
110.0,5.5,10306.077978513757,12318.937193664686
120.0,6.0,10809.751264224245,12703.248747270889
130.0,6.5,11398.379995854659,13069.492518154671
140.0,7.0,11563.006895154394,12720.203093335665
150.0,7.5,11828.957395151798,12863.70511917887
160.0,8.0,12014.359518345971,12642.242643745698
170.0,8.5,11994.015837427542,12543.679327860085
180.0,9.0,12367.894728013014,12947.88850427038
190.0,9.5,12479.948093959312,12901.883983588428
200.0,10.0,12584.786404609122,12929.970254296844
