Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,48.755636743957254,817.9006817047523
-190.0,-9.5,62.69723505298578,731.4677422848341
-180.0,-9.0,63.696416503806006,633.9783955144442
-170.0,-8.5,60.73699060790007,508.79675738749074
-160.0,-8.0,62.74411069515288,421.2818860960265
-150.0,-7.5,58.72817663621054,331.46581050606966
-140.0,-7.0,70.66072957261896,286.62380446358117
-130.0,-6.5,75.64884562685418,176.1821799467525
-120.0,-6.0,65.72466622818186,146.38675659913233
-110.0,-5.5,66.68573679490365,137.35271160741348
-100.0,-5.0,64.72038206442758,160.3074078826591
-90.0,-4.5,70.65463309028749,177.13415056438274
-80.0,-4.0,66.69744704302354,227.96590108734915
-70.0,-3.5,67.6773684427542,343.36311930514995
-60.0,-3.0,53.72110152574062,426.784306565606
-50.0,-2.5,64.66171576637771,525.2520911484221
-40.0,-2.0,62.654454420383395,678.2593319793884
-30.0,-1.5,53.74561127528247,710.6364157509571
-20.0,-1.0,81.65174713356998,934.0163269669348
-10.0,-0.5,56.75831741184119,921.0779579991772
0.0,0.0,74.66526070981662,1107.0369321242144
10.0,0.5,78.64138741595498,1209.4846292453835
20.0,1.0,58.70371647177035,1340.2356963978755
30.0,1.5,65.66937439834932,1406.916596958575
40.0,2.0,61.69011206320407,1478.5726859019555
50.0,2.5,56.766361016573484,1483.8925949946404
60.0,3.0,63.73335240278446,1531.592124929414
70.0,3.5,45.78942359451806,1579.7351140108733
80.0,4.0,44.77309889217245,1470.5475591695752
90.0,4.5,62.70194005829752,1495.889141390812
100.0,5.0,63.70351111543759,1345.7366723136192
110.0,5.5,65.71613259717995,1339.2151264122278
120.0,6.0,49.7815535647051,1103.1592269938649
130.0,6.5,55.7390409565754,1029.1815776624815
140.0,7.0,61.725807792446865,844.2497581934668
150.0,7.5,58.706368356358695,749.2524639379338
160.0,8.0,60.732854395420034,612.306646773497
170.0,8.5,69.66779608204232,486.6793183445527
180.0,9.0,58.71419690790466,424.9315606724625
190.0,9.5,66.67926606525685,314.48728472568905
200.0,10.0,68.70694427072412,224.0443834914917
