Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,977.6741828782444,10188.918113621134
-190.0,-9.5,848.7027632808635,11090.843730705492
-180.0,-9.0,733.1489882608323,11758.237505078749
-170.0,-8.5,648.7973416166018,12871.462597869238
-160.0,-8.0,484.3232904430587,14183.61143387865
-150.0,-7.5,383.3120089047258,14239.294419104906
-140.0,-7.0,289.63673780712986,15362.69088678024
-130.0,-6.5,232.92644204311765,16188.387721996676
-120.0,-6.0,120.40747481820307,16085.841573853328
-110.0,-5.5,88.54050135549868,15846.7600684465
-100.0,-5.0,68.67530317260388,15856.032678880469
-90.0,-4.5,68.6525152933425,15304.536090466585
-80.0,-4.0,120.44575680574276,14961.154750333171
-70.0,-3.5,138.3135360950217,14427.395394544747
-60.0,-3.0,212.88249462397863,13030.597182614467
-50.0,-2.5,317.40143937518025,11991.605477585179
-40.0,-2.0,434.7402203351642,10858.55721958425
-30.0,-1.5,484.50017288097956,9603.45003864496
-20.0,-1.0,652.6640382768487,8288.63430317748
-10.0,-0.5,808.4832595635077,7146.912361018298
0.0,0.0,934.0073986166724,5791.244168821499
10.0,0.5,997.062050204127,4561.409618897923
20.0,1.0,1142.095385590994,3918.1737945079
30.0,1.5,1344.5655814086062,2929.978587466275
40.0,2.0,1297.363079601897,2260.4362859321395
50.0,2.5,1441.3191973939693,1974.8461931143888
60.0,3.0,1448.9877686706534,1880.897584332098
70.0,3.5,1436.681617969558,1893.6718207748436
80.0,4.0,1494.4666401987593,2357.6928740777225
90.0,4.5,1415.5567196684474,2816.191899776089
100.0,5.0,1381.6823954037488,3702.072643016241
110.0,5.5,1285.7892106341378,4815.484766395086
120.0,6.0,1153.082449285847,5884.902655681653
130.0,6.5,1049.4697539927542,7175.027559081393
140.0,7.0,991.6767850387481,8916.130130544167
150.0,7.5,842.0148279648984,9981.7573400236
160.0,8.0,717.6644392191215,11580.177650312426
170.0,8.5,666.9407428879579,13000.367316592134
180.0,9.0,548.3917392040267,14080.032549036963
190.0,9.5,494.9412916934802,15215.710253087895
200.0,10.0,422.2146232155526,16403.635585447635
