Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,289.32348609335725,5354.970089686674
-190.0,-9.5,305.48649769378477,4714.64177873991
-180.0,-9.0,307.63373710086535,4088.840641661016
-170.0,-8.5,302.6168594191953,3859.3604077901978
-160.0,-8.0,288.68377518797286,3507.0101378869945
-150.0,-7.5,287.7202491064031,2913.0430757278045
-140.0,-7.0,290.5187321237533,2380.8607053840465
-130.0,-6.5,263.77642030659234,1900.185608925603
-120.0,-6.0,306.44747582047336,1448.660794787692
-110.0,-5.5,282.5338470934068,1319.1545114290755
-100.0,-5.0,322.56995067622233,872.1335703468234
-90.0,-4.5,282.7700351286523,703.9380804082999
-80.0,-4.0,311.4174388451243,599.9511681265494
-70.0,-3.5,263.7072543394335,451.7852583777465
-60.0,-3.0,283.52995392369854,468.5705554317966
-50.0,-2.5,264.57663064608596,539.099751166085
-40.0,-2.0,291.686883970335,725.7328956121986
-30.0,-1.5,275.626141464941,899.5163605931648
-20.0,-1.0,270.56788418257884,1113.1083176481827
-10.0,-0.5,278.75335927475516,1332.0428382486516
0.0,0.0,243.92254530674026,1753.2555195313046
10.0,0.5,265.928044064911,2045.7535674506637
20.0,1.0,272.71279558181243,2539.015844997093
30.0,1.5,260.7669114966561,3129.202937959874
40.0,2.0,272.6524968535571,3584.285743308441
50.0,2.5,254.7977876101519,4089.7035519145084
60.0,3.0,282.68174199650315,4446.265286966125
70.0,3.5,277.5824972192962,4860.1809996998645
80.0,4.0,277.6313330398888,5273.005138990576
90.0,4.5,260.80763966237305,5532.70557726515
100.0,5.0,264.83625653952447,6103.181400704078
110.0,5.5,264.6378560682797,6486.612111147307
120.0,6.0,309.52341856672064,6210.373414329058
130.0,6.5,298.63268042757426,6620.686525079321
140.0,7.0,241.77798150328817,6565.814403046085
150.0,7.5,278.7212547848502,6925.227748350724
160.0,8.0,272.78659072056894,6523.9800328171095
170.0,8.5,285.50750952981866,6772.596253933817
180.0,9.0,262.7928871995068,6465.302281669685
190.0,9.5,266.5904562548313,6455.865899603937
200.0,10.0,278.5015779306049,6141.954441862447
