Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,541.870157980336,7723158.0393475965
-190.0,-9.5,517.4664840796348,8096123.379709033
-180.0,-9.0,497.535755102988,8600117.477186821
-170.0,-8.5,525.5394767705898,9050141.144980654
-160.0,-8.0,510.46828148751155,9353314.30195518
-150.0,-7.5,500.52181639153383,9813353.126175227
-140.0,-7.0,507.71876886553235,10301431.638841059
-130.0,-6.5,502.40052945403386,10670718.635419615
-120.0,-6.0,508.38527284067203,10999441.671076888
-110.0,-5.5,489.86585049524143,11278719.13359273
-100.0,-5.0,517.2922338394143,11479409.034241257
-90.0,-4.5,515.401705338396,11639672.915924395
-80.0,-4.0,556.1020409887018,11737649.758411791
-70.0,-3.5,597.3565183073223,11798077.967698403
-60.0,-3.0,608.1274492542428,11781279.947464852
-50.0,-2.5,595.2428351205152,11763163.027528355
-40.0,-2.0,583.2564782005088,11987675.373046169
-30.0,-1.5,580.921811600459,12429283.713507889
-20.0,-1.0,473.92350418928265,12429822.732298728
-10.0,-0.5,529.1974759828062,12357302.19845968
0.0,0.0,507.4266365724099,12222367.485944228
10.0,0.5,481.8339635980711,12045662.926829478
20.0,1.0,480.64828407410084,11813661.118838876
30.0,1.5,507.5136399595407,11491776.637822378
40.0,2.0,461.7197967826532,11089500.501749637
50.0,2.5,500.6536865252253,10683602.298407359
60.0,3.0,511.57314818466966,10171846.776916908
70.0,3.5,524.5045646212,9504497.45225934
80.0,4.0,528.6533605155657,8773426.635141086
90.0,4.5,533.4398620135644,7974155.634018462
100.0,5.0,475.30364992142574,7099180.061385926
110.0,5.5,528.5508012303379,6188180.209760513
120.0,6.0,553.1052132886199,5219032.15183653
130.0,6.5,457.57048369106104,4222309.226297805
140.0,7.0,479.66647052036814,3234547.25062729
150.0,7.5,504.40538915091304,2276333.7668817015
160.0,8.0,570.4762132746453,1401956.7434705256
170.0,8.5,521.3908039801427,747361.9764333839
180.0,9.0,499.55870663549854,350814.60416634596
190.0,9.5,532.5395076381803,179645.98164580978
200.0,10.0,551.0501184965481,231477.85275480358
