Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,188.9533120163539,43141.024606681225
-190.0,-9.5,167.1241690644803,43443.33087627928
-180.0,-9.0,196.02826828874657,43827.74150648651
-170.0,-8.5,173.1650328168576,46611.24986787553
-160.0,-8.0,191.98312300475015,46613.104373070426
-150.0,-7.5,172.30114656368198,49443.457341083405
-140.0,-7.0,198.94889334490864,48220.23802447223
-130.0,-6.5,176.12776250389547,50472.04728656828
-120.0,-6.0,162.126736770809,50093.18309195248
-110.0,-5.5,170.25457440923492,49694.422911776215
-100.0,-5.0,179.19646512455978,49989.840554248025
-90.0,-4.5,178.07332424090424,49915.24605467804
-80.0,-4.0,156.20869361462246,49638.5460155001
-70.0,-3.5,165.19950927820784,48828.39712491125
-60.0,-3.0,157.28604719471542,46946.89864368847
-50.0,-2.5,151.27641467341851,48404.47173721305
-40.0,-2.0,197.0200223779715,46751.45823942733
-30.0,-1.5,206.08371058638872,46879.56407773851
-20.0,-1.0,227.86412011970003,46623.586080037836
-10.0,-0.5,221.85591124349523,45960.9838010179
0.0,0.0,236.79059202171592,45395.14429485224
10.0,0.5,202.01079353937888,44587.66312968182
20.0,1.0,178.1691083625248,43184.608577745814
30.0,1.5,187.17940547010508,43871.6666097591
40.0,2.0,160.3000019584709,43184.42226673762
50.0,2.5,167.16857041156626,42451.86142540864
60.0,3.0,166.24872203328437,41626.88809474123
70.0,3.5,167.21935318423442,41370.86426041381
80.0,4.0,168.1058450122361,41451.519368934336
90.0,4.5,184.07328305012882,41561.75733128071
100.0,5.0,208.1077587845632,41839.61682472996
110.0,5.5,164.17265190878697,41400.3628683195
120.0,6.0,174.225706143404,43054.656502157995
130.0,6.5,204.9869341146049,43004.467629276114
140.0,7.0,172.0834491655863,43620.66760843038
150.0,7.5,169.14917960684193,43471.33915895837
160.0,8.0,184.09370668192807,44479.02973658822
170.0,8.5,187.05447705931655,44512.9957163814
180.0,9.0,161.3000384673349,46477.311701337814
190.0,9.5,200.07867767729618,45892.67341111474
200.0,10.0,193.96774246614987,45218.356947531836
