Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,521.0826665712127,5159611.39950268
-190.0,-9.5,561.2706530639666,4991519.240200388
-180.0,-9.0,517.3317579705449,4964975.147476761
-170.0,-8.5,505.25670869234744,5278926.070816927
-160.0,-8.0,532.1714025822693,5946281.325735166
-150.0,-7.5,522.6742042618328,6618574.665641857
-140.0,-7.0,498.7407047064856,7205869.412986732
-130.0,-6.5,488.77329544223517,7746151.855110635
-120.0,-6.0,556.4640818810417,8286529.627108734
-110.0,-5.5,553.2541443800868,8767566.69014144
-100.0,-5.0,502.7660095929317,9214864.671782877
-90.0,-4.5,464.77507523115827,9620563.400815565
-80.0,-4.0,505.3634682357431,9926970.999321992
-70.0,-3.5,537.200807762159,10179285.795715831
-60.0,-3.0,494.60187329167724,10357845.9467712
-50.0,-2.5,520.256531238905,10465321.22170392
-40.0,-2.0,465.69193760932626,10545870.556134678
-30.0,-1.5,512.445102505849,10629773.141158076
-20.0,-1.0,469.7567237224303,10667738.28217344
-10.0,-0.5,519.3918736191722,10637017.216257626
0.0,0.0,506.42437628478376,10684223.110108998
10.0,0.5,478.6169185746646,10596806.442678321
20.0,1.0,518.7094310334517,10455711.62324353
30.0,1.5,481.5767539248328,10291638.504059844
40.0,2.0,479.82691183051116,10118284.300785694
50.0,2.5,490.5934916400361,9844979.42033388
60.0,3.0,518.4898351814735,9527322.374565396
70.0,3.5,506.5237069153932,9181382.059636287
80.0,4.0,511.6095555358033,8770020.954488039
90.0,4.5,513.5508758770821,8339104.809231998
100.0,5.0,490.8844352983994,7808415.072752968
110.0,5.5,469.76612116214204,7254048.821609329
120.0,6.0,517.3933720994779,6644294.045419204
130.0,6.5,515.4634558282344,5957889.819386972
140.0,7.0,521.376848733058,5284010.087781554
150.0,7.5,525.7765958947175,4589580.581318557
160.0,8.0,543.5036333713684,3845620.6790210144
170.0,8.5,470.4904042447599,3098269.82913311
180.0,9.0,512.6403676477863,2395727.704928443
190.0,9.5,507.49111614797647,1752203.6308372996
200.0,10.0,524.540273313587,1192105.85803907
