Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,182.92767796408984,43881.765095961746
-190.0,-9.5,179.15585344578363,45719.57848906706
-180.0,-9.0,159.34242567908518,44819.04078288468
-170.0,-8.5,171.26713084259515,50614.41585965089
-160.0,-8.0,157.18372920022225,48844.3464321045
-150.0,-7.5,162.1715144004327,49497.13399645109
-140.0,-7.0,155.2841400865267,50551.955476245246
-130.0,-6.5,148.3635943694204,51684.30019690695
-120.0,-6.0,169.102808160147,52307.477453537234
-110.0,-5.5,163.15842879815236,52585.762627950855
-100.0,-5.0,162.19087837823474,52323.971408094934
-90.0,-4.5,172.08676994713102,53031.572058909805
-80.0,-4.0,185.07052033651664,53454.535290530555
-70.0,-3.5,182.13957263792196,52148.64977248044
-60.0,-3.0,168.29616862175683,50560.550729371826
-50.0,-2.5,170.08255767924004,50274.812634238995
-40.0,-2.0,187.0782095102977,50269.30803101973
-30.0,-1.5,160.26722616876293,50593.67559023215
-20.0,-1.0,155.17512006611747,48697.13575613363
-10.0,-0.5,167.11816756253035,47513.286639623206
0.0,0.0,179.16168453995712,46055.50169637975
10.0,0.5,223.022670038974,46396.68046346513
20.0,1.0,181.20276223283312,43907.81877598997
30.0,1.5,161.2086749758651,43871.64724482077
40.0,2.0,178.21748265240907,43397.450468453666
50.0,2.5,158.2591099911762,43188.81158256054
60.0,3.0,168.09569560834265,42306.40424263459
70.0,3.5,176.15358203248041,41852.896829344245
80.0,4.0,181.1809172734077,41939.40035061205
90.0,4.5,180.1151483040099,42456.424322599894
100.0,5.0,165.21516188126333,41879.05772072168
110.0,5.5,167.29080408869322,41212.28874296873
120.0,6.0,157.18265021664834,41982.69001134668
130.0,6.5,177.15304899406345,41529.45184508023
140.0,7.0,170.1231004757156,42590.46743488529
150.0,7.5,157.31411045681853,44129.594959918424
160.0,8.0,159.24806248293064,45016.441362752936
170.0,8.5,178.1108173760272,44455.06697155735
180.0,9.0,178.2225043178095,44750.774743398135
190.0,9.5,161.24280377178886,46553.385296383385
200.0,10.0,140.37277235334435,46512.16967622871
