Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,183.05778324843385,37594.49735539032
-190.0,-9.5,161.19577815583105,35728.74571753966
-180.0,-9.0,187.2015293173353,34321.60804526549
-170.0,-8.5,155.29945966650544,34214.66108511619
-160.0,-8.0,177.0753655525429,33157.85960242589
-150.0,-7.5,164.2925562214127,32721.102924533723
-140.0,-7.0,178.30816432691518,31467.90453121369
-130.0,-6.5,173.1828195349564,31824.8313484496
-120.0,-6.0,178.1856381791949,30623.043504505997
-110.0,-5.5,146.24169294683705,29316.98264932205
-100.0,-5.0,144.20343464222185,30943.073554883384
-90.0,-4.5,190.21541844607765,30885.606137529874
-80.0,-4.0,165.20842038618036,30178.40320102498
-70.0,-3.5,174.21450163653302,30950.450605027494
-60.0,-3.0,168.21490735945835,31171.516294533478
-50.0,-2.5,175.0251797528095,32356.78564555206
-40.0,-2.0,143.32904805709936,31833.978777848675
-30.0,-1.5,167.17771967354503,33499.23068506084
-20.0,-1.0,176.19084356352354,34307.44307015163
-10.0,-0.5,157.24592714422363,36423.33190901453
0.0,0.0,192.09563294874644,37409.8780311481
10.0,0.5,159.30184376442233,36781.80008868159
20.0,1.0,154.1782146687167,39027.97697252753
30.0,1.5,175.20530376934215,40187.71655209286
40.0,2.0,160.25730353149098,40318.14956237914
50.0,2.5,184.07522444555164,40614.954522394444
60.0,3.0,148.3364760816149,41512.31127282669
70.0,3.5,182.16965252514393,42892.49173772351
80.0,4.0,163.26041401169894,42214.762905976255
90.0,4.5,166.29994376945623,40822.15505919215
100.0,5.0,181.0923650699609,41707.95970679973
110.0,5.5,161.15107227456681,42511.05601020749
120.0,6.0,160.1918162493798,41018.059781867596
130.0,6.5,180.05465901514472,42520.75328697981
140.0,7.0,149.37729089325575,41871.450485985544
150.0,7.5,174.11876750504183,41649.209187206005
160.0,8.0,181.0923650699609,38621.42939665127
170.0,8.5,196.05567819656633,38972.286082119484
180.0,9.0,158.35233894259702,38241.591891307165
190.0,9.5,166.2355657551578,36402.602632731265
200.0,10.0,187.11367992475283,37426.71712707663
