Target_Voltage_V,DAQ_Voltage_V,PFI1_Rate_Hz,PFI2_Rate_Hz
-200.0,-10.0,169.13659152963174,2973.819247541584
-190.0,-9.5,192.16186677316875,2876.45405755277
-180.0,-9.0,200.06316423745366,2903.404229256977
-170.0,-8.5,178.1098957983091,2628.862260889009
-160.0,-8.0,177.1001365098923,2531.139029669472
-150.0,-7.5,149.25980570854784,2340.39375351003
-140.0,-7.0,183.16682907611096,2095.4683435065954
-130.0,-6.5,174.22492557399306,1921.4520363303236
-120.0,-6.0,166.25618645460423,1708.3569817730593
-110.0,-5.5,160.24546818885702,1645.2531609700661
-100.0,-5.0,170.23687917729663,1507.24347996741
-90.0,-4.5,177.1164016889154,1265.685746900564
-80.0,-4.0,162.175096377979,1159.1042164438377
-70.0,-3.5,164.14537710277554,1012.7272357007605
-60.0,-3.0,182.15587147373006,906.7978082653993
-50.0,-2.5,161.18854460478877,753.2081991717599
-40.0,-2.0,174.24966351070236,689.0329551394631
-30.0,-1.5,164.30796767334047,603.4583540002686
-20.0,-1.0,149.29797108797158,600.1778437736457
-10.0,-0.5,176.14562328410057,566.2534443426736
0.0,0.0,133.35728456341604,572.2420792833151
10.0,0.5,160.1904933509645,630.8122533199471
20.0,1.0,199.08801761768174,670.9266193715874
30.0,1.5,195.99421646444196,728.2627738678757
40.0,2.0,147.27670934885523,807.0365627156864
50.0,2.5,181.17031240477868,922.7740637320321
60.0,3.0,166.30415018100499,1064.5457278053552
70.0,3.5,149.18848919933492,1211.4105322985997
80.0,4.0,176.1739906138268,1325.7839293650693
90.0,4.5,162.16428634878883,1543.0479026194569
100.0,5.0,174.1708423006877,1739.7178990948692
110.0,5.5,177.11723003440443,1826.8945749616096
120.0,6.0,177.2063106561123,2079.685297531565
130.0,6.5,167.242075609848,2302.5650052713004
140.0,7.0,174.19379625753365,2338.1784423368376
150.0,7.5,179.10025406221263,2422.828436897154
160.0,8.0,177.20403492007898,2688.9219006692883
170.0,8.5,161.26123005947605,2854.9210358677615
180.0,9.0,160.2432990768759,3002.820082701457
190.0,9.5,157.29639749213248,3030.444518772477
200.0,10.0,170.11181221579733,3135.628257919258
