Time_Duration_s,EOM0_Voltage,EOM1_Voltage
0.1,-23.72881355932205,-132.20338983050848
0.1,-16.9491525423729,-132.20338983050848
0.1,-10.169491525423723,-132.20338983050848
0.1,-3.3898305084745743,-132.20338983050848
0.1,3.3898305084745743,-132.20338983050848
0.1,10.169491525423723,-132.20338983050848
0.1,16.94915254237287,-132.20338983050848
0.1,23.72881355932202,-132.20338983050848
0.1,30.50847457627117,-132.20338983050848
0.1,37.28813559322032,-132.20338983050848
0.1,44.06779661016947,-132.20338983050848
0.1,50.847457627118644,-132.20338983050848
0.1,57.627118644067764,-132.20338983050848
0.1,64.40677966101691,-132.20338983050848
0.1,71.18644067796606,-132.20338983050848
0.1,77.96610169491527,-132.20338983050848
0.1,84.74576271186442,-132.20338983050848
0.1,91.52542372881356,-132.20338983050848
0.1,98.30508474576271,-132.20338983050848
0.1,105.08474576271186,-132.20338983050848
0.1,111.86440677966101,-132.20338983050848
0.1,118.64406779661016,-132.20338983050848
0.1,125.42372881355931,-132.20338983050848
0.1,132.20338983050846,-132.20338983050848
0.1,138.9830508474576,-132.20338983050848
0.1,145.76271186440675,-132.20338983050848
0.1,152.5423728813559,-132.20338983050848
0.1,159.32203389830505,-132.20338983050848
0.1,166.1016949152542,-132.20338983050848
0.1,172.88135593220335,-132.20338983050848
0.1,179.66101694915255,-132.20338983050848
0.1,186.4406779661017,-132.20338983050848
0.1,193.22033898305085,-132.20338983050848
0.1,200.0,-132.20338983050848
0.1,-200.0,-125.42372881355932
0.1,-193.22033898305085,-125.42372881355932
