Time_Duration_s,EOM0_Voltage,EOM1_Voltage
1.0,0.0,-200.0
1.0,0.0,-193.22033898305085
1.0,0.0,-186.4406779661017
1.0,0.0,-179.66101694915255
1.0,0.0,-172.8813559322034
1.0,0.0,-166.10169491525426
1.0,0.0,-159.32203389830508
1.0,0.0,-152.54237288135593
1.0,0.0,-145.76271186440678
1.0,0.0,-138.98305084745763
1.0,0.0,-132.20338983050848
1.0,0.0,-125.42372881355932
1.0,0.0,-118.64406779661017
1.0,0.0,-111.86440677966102
1.0,0.0,-105.08474576271186
1.0,0.0,-98.30508474576271
1.0,0.0,-91.52542372881356
1.0,0.0,-84.74576271186442
1.0,0.0,-77.96610169491527
1.0,0.0,-71.18644067796612
1.0,0.0,-64.40677966101697
1.0,0.0,-57.62711864406779
1.0,0.0,-50.847457627118644
1.0,0.0,-44.067796610169495
1.0,0.0,-37.288135593220346
1.0,0.0,-30.508474576271198
1.0,0.0,-23.72881355932205
1.0,0.0,-16.9491525423729
1.0,0.0,-10.169491525423723
1.0,0.0,-3.3898305084745743
1.0,0.0,3.3898305084745743
1.0,0.0,10.169491525423723
1.0,0.0,16.94915254237287
1.0,0.0,23.72881355932202
1.0,0.0,30.50847457627117
1.0,0.0,37.28813559322032
1.0,0.0,44.06779661016947
1.0,0.0,50.847457627118644
1.0,0.0,57.627118644067764
1.0,0.0,64.40677966101691
1.0,0.0,71.18644067796606
1.0,0.0,77.96610169491527
1.0,0.0,84.74576271186442
1.0,0.0,91.52542372881356
1.0,0.0,98.30508474576271
1.0,0.0,105.08474576271186
1.0,0.0,111.86440677966101
1.0,0.0,118.64406779661016
1.0,0.0,125.42372881355931
1.0,0.0,132.20338983050846
1.0,0.0,138.9830508474576
1.0,0.0,145.76271186440675
1.0,0.0,152.5423728813559
1.0,0.0,159.32203389830505
1.0,0.0,166.1016949152542
1.0,0.0,172.88135593220335
1.0,0.0,179.66101694915255
1.0,0.0,186.4406779661017
1.0,0.0,193.22033898305085
1.0,0.0,200.0
1.0,-200.0,0.0
1.0,-193.22033898305085,0.0
1.0,-186.4406779661017,0.0
1.0,-179.66101694915255,0.0
1.0,-172.8813559322034,0.0
1.0,-166.10169491525426,0.0
1.0,-159.32203389830508,0.0
1.0,-152.54237288135593,0.0
1.0,-145.76271186440678,0.0
1.0,-138.98305084745763,0.0
1.0,-132.20338983050848,0.0
1.0,-125.42372881355932,0.0
1.0,-118.64406779661017,0.0
1.0,-111.86440677966102,0.0
1.0,-105.08474576271186,0.0
1.0,-98.30508474576271,0.0
1.0,-91.52542372881356,0.0
1.0,-84.74576271186442,0.0
1.0,-77.96610169491527,0.0
1.0,-71.18644067796612,0.0
1.0,-64.40677966101697,0.0
1.0,-57.62711864406779,0.0
1.0,-50.847457627118644,0.0
1.0,-44.067796610169495,0.0
1.0,-37.288135593220346,0.0
1.0,-30.508474576271198,0.0
1.0,-23.72881355932205,0.0
1.0,-16.9491525423729,0.0
1.0,-10.169491525423723,0.0
1.0,-3.3898305084745743,0.0
1.0,3.3898305084745743,0.0
1.0,10.169491525423723,0.0
1.0,16.94915254237287,0.0
1.0,23.72881355932202,0.0
1.0,30.50847457627117,0.0
1.0,37.28813559322032,0.0
1.0,44.06779661016947,0.0
1.0,50.847457627118644,0.0
1.0,57.627118644067764,0.0
1.0,64.40677966101691,0.0
1.0,71.18644067796606,0.0
1.0,77.96610169491527,0.0
1.0,84.74576271186442,0.0
1.0,91.52542372881356,0.0
1.0,98.30508474576271,0.0
1.0,105.08474576271186,0.0
1.0,111.86440677966101,0.0
1.0,118.64406779661016,0.0
1.0,125.42372881355931,0.0
1.0,132.20338983050846,0.0
1.0,138.9830508474576,0.0
1.0,145.76271186440675,0.0
1.0,152.5423728813559,0.0
1.0,159.32203389830505,0.0
1.0,166.1016949152542,0.0
1.0,172.88135593220335,0.0
1.0,179.66101694915255,0.0
1.0,186.4406779661017,0.0
1.0,193.22033898305085,0.0
1.0,200.0,0.0
