Unix_Timestamp,Elapsed_Time_s,EOM0_Target_V,EOM1_Target_V,Raw_Count0,Raw_Count1,Rate0_Hz,Rate1_Hz
1788397415.2771697,0.0018403001595288515,0.0,-200.0,133.0,58.0,0.0,0.0
1788397415.2820482,0.007110400125384331,0.0,-200.0,170.0,73.0,7020.739689895788,2846.2458202280222
1788397415.2868726,0.012026900192722678,0.0,-200.0,193.0,86.0,5890.090884542963,2748.7090794533824
1788397415.2918348,0.016810000175610185,0.0,-200.0,266.0,100.0,8884.613576566235,2805.667445231443
1788397415.2966862,0.0217830000910908,0.0,-200.0,321.0,122.0,9427.008411356843,3209.1943528023294
1788397415.3015609,0.026646400103345513,0.0,-200.0,400.0,141.0,10763.481587380858,3345.95120506596
1788397415.306446,0.031541600124910474,0.0,-200.0,439.0,158.0,10302.579360386871,3366.8560001264286
1788397415.311302,0.03652890003286302,0.0,-200.0,458.0,170.0,9369.07229426213,3228.726452176488
1788397415.316585,0.04174240003339946,0.0,-200.0,512.0,191.0,9498.246989456899,3333.1579145059827
1788397415.3214333,0.046514700166881084,0.0,-200.0,564.0,205.0,9647.583401882704,3290.4750813845885
1788397415.3263073,0.051411000080406666,0.0,-200.0,614.0,228.0,9703.312657835118,3429.445222103888
1788397415.3312402,0.05624050018377602,0.0,-200.0,673.0,242.0,9926.434089567907,3382.340504593509
1788397415.3361046,0.06126420013606548,0.0,-200.0,702.0,256.0,9575.271906163482,3331.992684394322
1788397415.3410387,0.06607080018147826,0.0,-200.0,772.0,275.0,9948.544691099016,3378.4572738160978
1788397415.3467438,0.07100830017589033,0.0,-200.0,802.0,300.0,9672.102704165945,3498.7277345413436
1788397415.352256,0.07726810011081398,0.0,-200.0,869.0,318.0,9757.675558286785,3447.0049526556577
1788397415.3590271,0.08329990017227829,0.0,-200.0,921.0,339.0,9673.506865693771,3449.5627274872454
1788397415.3642964,0.08932010014541447,0.0,-200.0,988.0,356.0,9773.68489797587,3406.5007012828178
1788397415.3691168,0.09422990004532039,0.0,-200.0,1051.0,368.0,9936.183305640421,3355.3560182445863
1788397415.3743432,0.0995767000131309,0.0,-200.0,1096.0,378.0,9853.033275652304,3274.112822646664
1788397415.37928,0.10427350015379488,0.0,-200.0,1126.0,398.0,9694.12260922812,3319.2363415282584
1788397415.3841162,0.10925170010887086,0.0,-200.0,1170.0,417.0,9654.46871085449,3342.28955370951
1788397415.3890126,0.11403810000047088,0.0,-200.0,1223.0,437.0,9714.985512596913,3377.9628525451653
1788397415.393901,0.11894510011188686,0.0,-200.0,1277.0,445.0,9769.02740507149,3304.732172869464
1788397415.3988447,0.12382410001009703,0.0,-200.0,1346.0,458.0,9943.943388269112,3279.1239532626914
1788397415.4036834,0.12886920012533665,0.0,-200.0,1396.0,476.0,9942.619359373812,3290.5897800619587
1788397415.4085548,0.13360940013080835,0.0,-200.0,1444.0,493.0,9949.221784817128,3301.2291963352027
1788397415.4138424,0.13887520018033683,0.0,-200.0,1499.0,510.0,9968.2635576235,3298.42981555331
1788397415.4186878,0.14389359997585416,0.0,-200.0,1547.0,525.0,9954.010232978042,3287.498429137727
1788397415.4235635,0.14865390001796186,0.0,-200.0,1566.0,532.0,9760.676132059902,3228.5837310512165
1788397415.4284892,0.1536356001161039,0.0,-200.0,1610.0,562.0,9730.209040876325,3320.26090494358
1788397415.4336748,0.15878770011477172,0.0,-200.0,1679.0,581.0,9850.433969857908,3332.3266275780634
1788397415.4388711,0.16405110014602542,0.0,-200.0,1740.0,600.0,9906.86193603494,3341.3311570198744
1788397415.4441462,0.16929520014673471,0.0,-200.0,1803.0,616.0,9972.834477388204,3332.240502025519
1788397415.4496775,0.17463770019821823,0.0,-200.0,1844.0,635.0,9901.76935310894,3339.170611773149
1788397415.4552271,0.18015790008939803,0.0,-200.0,1888.0,645.0,9841.989801849211,3291.8792100772007
1788397415.4605076,0.18565640016458929,0.0,-200.0,1941.0,666.0,9835.917528172047,3307.653682040158
1788397415.4668386,0.19093589996919036,0.0,-200.0,1988.0,687.0,9809.852803910788,3326.3597917303964
1788397415.4728873,0.1971680000424385,0.0,-200.0,2052.0,708.0,9824.515422801558,3327.741023877547
1788397415.4788575,0.2040242999792099,0.0,-200.0,2136.0,728.0,9906.817561164024,3313.8131632450804
1788397415.4851074,0.21001060004346073,0.0,-200.0,2185.0,742.0,9857.313945092648,3285.7713150308823
1788397415.4903467,0.21553180017508566,0.0,-200.0,2241.0,767.0,9864.688112753838,3317.8671119271685
1788397415.4952128,0.22031200001947582,0.0,-200.0,2270.0,775.0,9781.58727821471,3281.8896015348378
1788397415.5001357,0.2251426000148058,0.0,-200.0,2292.0,788.0,9668.507675018376,3269.1109785842586
1788397415.5050142,0.23005670006386936,0.0,-200.0,2339.0,807.0,9666.264128803496,3281.9727255094367
1788397415.5106013,0.23544519999995828,0.0,-200.0,2401.0,820.0,9708.700466254017,3261.9178815192067
1788397415.5161352,0.2411007999908179,0.0,-200.0,2453.0,843.0,9696.544150145608,3280.942740458751
1788397415.5210826,0.24617110006511211,0.0,-200.0,2505.0,865.0,9708.149774472198,3302.899185497076
1788397415.526234,0.25125960004515946,0.0,-200.0,2548.0,880.0,9682.49049334747,3295.6551492884555
1788397415.531204,0.2562238001264632,0.0,-200.0,2597.0,895.0,9686.162822353963,3290.307744444102
1788397415.5367303,0.2616785999853164,0.0,-200.0,2652.0,910.0,9694.49077248774,3278.96234146866
1788397415.5422409,0.2672113999724388,0.0,-200.0,2708.0,938.0,9703.392727450006,3316.110912681944
1788397415.5470939,0.2722206001635641,0.0,-200.0,2753.0,948.0,9690.055081531082,3291.6599322758257
1788397415.5523236,0.27726890007033944,0.0,-200.0,2826.0,970.0,9777.488615459863,3311.202977088524
1788397415.557255,0.28241139999590814,0.0,-200.0,2858.0,989.0,9712.333171838221,3318.2319937546363
1788397415.5625186,0.2874500001780689,0.0,-200.0,2896.0,1000.0,9674.041182146975,3298.2073085712814
1788397415.5677106,0.29266749997623265,0.0,-200.0,2961.0,1021.0,9723.987308554255,3311.2446174461625
1788397415.5733123,0.29780609998852015,0.0,-200.0,3022.0,1044.0,9761.262962373561,3331.4660023884844
1788397415.5788348,0.30328170000575483,0.0,-200.0,3074.0,1065.0,9756.45681548815,3340.61612145412
1788397415.5862727,0.30932350014336407,0.0,-200.0,3134.0,1084.0,9759.88281687509,3336.7676674821196
1788397415.5913558,0.3163628000766039,0.0,-200.0,3196.0,1105.0,9738.571964827861,3328.8556471350867
1788397415.598175,0.32186330016702414,0.0,-200.0,3281.0,1138.0,9836.792980274138,3374.7574392300094
1788397415.6041152,0.32870970014482737,0.0,-200.0,3351.0,1155.0,9844.910536577407,3356.080440840713
1788397415.609658,0.3346043999772519,0.0,-200.0,3418.0,1175.0,9871.85817760814,3356.7322935733
1788397415.6145513,0.33957840013317764,0.0,-200.0,3469.0,1195.0,9877.476068765363,3366.513875955102
1788397415.6197314,0.3447501000482589,0.0,-200.0,3515.0,1211.0,9862.65193090841,3362.400259118095
1788397415.6250925,0.3499708999879658,0.0,-200.0,3571.0,1231.0,9875.604160318824,3369.4251541750964
1788397415.630274,0.35512179997749627,0.0,-200.0,3623.0,1245.0,9878.807698105518,3359.92685892586
1788397415.635182,0.36019810009747744,0.0,-200.0,3683.0,1258.0,9906.300352928554,3348.608570004018
1788397415.6407313,0.365639999974519,0.0,-200.0,3736.0,1277.0,9903.801465015778,3350.7449308504674
1788397415.6462574,0.3712568001355976,0.0,-200.0,3773.0,1288.0,9853.376880122581,3329.5751545469166
1788397415.6511383,0.3762137000449002,0.0,-200.0,3802.0,1305.0,9800.375777561665,3330.899044595093
1788397415.6567295,0.3816390000283718,0.0,-200.0,3849.0,1330.0,9784.130386131541,3349.1425864260823
1788397415.662223,0.3872412000782788,0.0,-200.0,3880.0,1347.0,9722.343670681468,3344.569253138087
1788397415.6672037,0.3921666999813169,0.0,-200.0,3889.0,1357.0,9622.71576228224,3327.983965709433
1788397415.6724107,0.39719430007971823,0.0,-200.0,3950.0,1375.0,9654.638629609268,3331.191793344356
1788397415.6776662,0.4025843001436442,0.0,-200.0,3998.0,1393.0,9644.561116705929,3331.303775110586
1788397415.6832054,0.40814239997416735,0.0,-200.0,4072.0,1414.0,9694.75668916561,3337.418144328146
1788397415.6880388,0.4131768001243472,0.0,-200.0,4107.0,1427.0,9661.189805280826,3328.1753506365
1788397415.6932948,0.41801060014404356,0.0,-200.0,4156.0,1452.0,9666.715765516405,3349.5903000571384
1788397415.6988306,0.4237587000243366,0.0,-200.0,4218.0,1471.0,9681.966942681162,3348.988810283594
1788397415.7062364,0.4292903000023216,0.0,-200.0,4266.0,1492.0,9668.967134214603,3354.7783378813792
1788397415.7117991,0.43636499997228384,0.0,-200.0,4331.0,1505.0,9661.13089039357,3330.0753688421855
1788397415.7174795,0.44190630014054477,0.0,-200.0,4369.0,1524.0,9625.828853360035,3331.3184841892853
1788397415.7238717,0.4477989000733942,0.0,-200.0,4458.0,1543.0,9698.209656311936,3329.9055120516127
1788397415.7286794,0.45379260019399226,0.0,-200.0,4517.0,1564.0,9700.138708588716,3332.2100581967625
1788397415.7335558,0.4587927001994103,0.0,-200.0,4579.0,1591.0,9729.678626508945,3354.835207925824
1788397415.7387886,0.46391739998944104,0.0,-200.0,4658.0,1612.0,9792.73805532805,3363.0751244154235
1788397415.7440162,0.469044900033623,0.0,-200.0,4729.0,1627.0,9837.23191346696,3358.2717302501433
1788397415.7492144,0.47443650010973215,0.0,-200.0,4775.0,1644.0,9822.338817978478,3355.930496620824
1788397415.7544892,0.479368100175634,0.0,-200.0,4816.0,1666.0,9806.758894125243,3367.3432205324348
1788397415.7601056,0.48494360013864934,0.0,-200.0,4881.0,1680.0,9828.125786359162,3357.459988516125
1788397415.7656837,0.4905364001169801,0.0,-200.0,4914.0,1705.0,9783.176089222448,3370.192641487005
1788397415.7711935,0.4961602999828756,0.0,-200.0,4991.0,1722.0,9827.642016782824,3366.2404931919755
1788397415.7767196,0.5012008000630885,0.0,-200.0,5043.0,1735.0,9832.575866429677,3358.2952602856553
1788397415.7816546,0.5066601000726223,0.0,-200.0,5070.0,1756.0,9808.833836788479,3369.0341525132676
1788397415.786836,0.5116173001006246,0.0,-200.0,5141.0,1772.0,9904.113451563822,3374.764607788319
1788397415.7920942,0.5167724001221359,0.0,-200.0,5183.0,1787.0,9834.739573467736,3374.2537442424386
1788397415.7979555,0.5225731001701206,0.0,-200.0,5244.0,1797.0,9767.572504863661,3339.203151951739
1788397415.8037858,0.5284629000816494,0.0,-200.0,5279.0,1814.0,9739.972910038998,3332.51965682326
1788397415.8097918,0.5341892000287771,0.0,-200.0,5351.0,1840.0,9832.007897837486,3355.702675125404
1788397415.8153827,0.5399966000113636,0.0,-200.0,5408.0,1864.0,9826.309542832816,3357.723828668158
1788397415.8208992,0.5458709001541138,0.0,-200.0,5467.0,1884.0,9818.642484313517,3362.3293353380373
1788397415.828185,0.5515021001920104,0.0,-200.0,5561.0,1915.0,9869.531576683374,3378.0127511847963
1788397415.8340213,0.5587022001855075,0.0,-200.0,5651.0,1937.0,9948.978565184208,3379.315612866166
1788397415.8420806,0.5641032999847084,0.0,-200.0,5710.0,1954.0,9915.015590249584,3371.2659327721854
1788397415.8482044,0.5731079000979662,0.0,-200.0,5790.0,1970.0,9924.576446117291,3331.721253604098
1788397415.85412,0.5791625001002103,0.0,-200.0,5864.0,1984.0,9968.487239647453,3317.45124604897
1788397415.8592873,0.5844403000082821,0.0,-200.0,5919.0,2005.0,9959.197789477643,3330.5043915734404
1788397415.8645704,0.5895867000799626,0.0,-200.0,5961.0,2025.0,9912.047234754069,3345.063598368125
1788397415.8697476,0.5947529000695795,0.0,-200.0,6003.0,2035.0,9909.603893403231,3346.283605333025
1788397415.8750648,0.6001769001595676,0.0,-200.0,6050.0,2048.0,9929.353176329665,3327.260914082849
1788397415.8802693,0.6052351000253111,0.0,-200.0,6085.0,2068.0,9909.605847349012,3328.740438244806
1788397415.8854353,0.610401000129059,0.0,-200.0,6120.0,2085.0,9865.765549220903,3320.151444785797
1788397415.8907933,0.6157544001471251,0.0,-200.0,6149.0,2096.0,9806.579707051444,3323.206711071826
1788397415.8966434,0.6210130001418293,0.0,-200.0,6174.0,2115.0,9710.5949041115,3332.7373148535116
1788397415.9038668,0.6273132001515478,0.0,-200.0,6257.0,2143.0,9752.34931054317,3344.407796888596
1788397415.9093924,0.6338072000071406,0.0,-200.0,6304.0,2159.0,9708.40439026262,3331.7708302899186
1788397415.914663,0.6397029000800103,0.0,-200.0,6363.0,2170.0,9713.411989223052,3317.8078742258967
1788397415.9201956,0.6449653001036495,0.0,-200.0,6413.0,2184.0,9766.04607341917,3328.555418462651
1788397415.9258723,0.6502201000694185,0.0,-200.0,6450.0,2201.0,9746.57888124785,3300.5460302407487
1788397415.931065,0.6559760000091046,0.0,-200.0,6497.0,2222.0,9690.49352332701,3300.5603718928237
1788397415.9369283,0.6614332001190633,0.0,-200.0,6554.0,2235.0,9678.675610282231,3287.211180475997
1788397415.943139,0.6674434000160545,0.0,-200.0,6631.0,2252.0,9691.894904501389,3284.163227788789
1788397415.9487963,0.6734407001640648,0.0,-200.0,6679.0,2269.0,9693.205534712213,3275.842366850002
1788397415.956066,0.6795059000141919,0.0,-200.0,6737.0,2285.0,9710.662705628743,3284.282705141501
1788397415.963069,0.6860560001805425,0.0,-200.0,6780.0,2313.0,9678.45982813955,3284.0516862593718
1788397415.968858,0.6931188001763076,0.0,-200.0,6857.0,2333.0,9688.461030213108,3276.5346876371073
1788397415.9736304,0.6987842000089586,0.0,-200.0,6915.0,2351.0,9659.230668679193,3280.379028095068
1788397415.978843,0.7038007001392543,0.0,-200.0,6957.0,2362.0,9646.313828456408,3269.4621024056773
1788397415.9837162,0.7089572001714259,0.0,-200.0,6991.0,2376.0,9632.293313086815,3274.8995575496992
1788397415.9889116,0.7140695999842137,0.0,-200.0,7028.0,2393.0,9602.080327374912,3261.538043098309
1788397415.9941788,0.7193275999743491,0.0,-200.0,7100.0,2421.0,9679.05612657557,3298.4940754334134
1788397415.9993622,0.72437660000287,0.0,-200.0,7153.0,2437.0,9736.916957010577,3303.060288440741
1788397416.0042927,0.7294990001246333,0.0,-200.0,7217.0,2461.0,9766.893992372141,3311.6938629322512
1788397416.0095587,0.7345885999966413,0.0,-200.0,7279.0,2475.0,9772.742662794732,3315.68042372392
1788397416.0147326,0.7396625999826938,0.0,-200.0,7321.0,2495.0,9764.085415447642,3313.5310407394218
1788397416.0200746,0.7448128999676555,0.0,-200.0,7374.0,2511.0,9764.524355863501,3300.966746714176
1788397416.0255904,0.7505334001034498,0.0,-200.0,7440.0,2530.0,9798.230949488752,3304.7998909763783
1788397416.0304914,0.7555282001849264,0.0,-200.0,7494.0,2543.0,9807.64439373379,3300.5917829024474
1788397416.0356684,0.7606334001757205,0.0,-200.0,7548.0,2562.0,9812.512071497575,3310.9211483075965
1788397416.0405564,0.7656299001537263,0.0,-200.0,7614.0,2572.0,9843.133828731403,3278.36948148127
1788397416.0453658,0.770594900008291,0.0,-200.0,7644.0,2577.0,9813.908946596635,3268.627616848481
1788397416.0506759,0.7757741999812424,0.0,-200.0,7651.0,2591.0,9678.934207645063,3251.7206944233462
1788397416.0558844,0.7809898999985307,0.0,-200.0,7671.0,2604.0,9653.444743354723,3239.209071372923
1788397416.060819,0.7858019000850618,0.0,-200.0,7731.0,2620.0,9701.979667183676,3250.715007412111
1788397416.0657017,0.7908226000145078,0.0,-200.0,7791.0,2641.0,9695.77547159287,3251.9992264969874
1788397416.0719078,0.795695099979639,0.0,-200.0,7834.0,2656.0,9664.804806062866,3237.6694404350246
1788397416.0779493,0.8026352000888437,0.0,-200.0,7899.0,2676.0,9662.493602622499,3226.171439134683
